label,text
negative,ёбаные сетевые и подпиточные насосы
negative,у меня беда... разбилась любимая книга...
neutral,В гособоронзаказе на 2011–2020 годы не предусмотрено финансирование разработок и строительство экранопланов.
negative,Заебал один мудак...так и хочется нас... на него)))
neutral,а что такое РЛС??? и где оно???
neutral,Не дождался субботы..))
neutral,Михаил Бондарев - Иван да Марья
neutral,"Помогите! Какое слово из 7 букв загадано на картинках?
Возможные буквы: Й Ф Х Н Е Ю О Р К А Т Л И Г

Присоединяйтесь к игре:
 "
positive,"И пусть мы засыпаем в разных
кроватях - главное, что мы
засыпаем с мыслью друг о
друге..."
negative,Как же быстро пролетели эти 11 лет.. 🔔❤😭
neutral,Новая техника поступает на вооружение киевской республики.
neutral,Разгон майданутых в Луганске
positive,радостная новость
neutral,ты только глянь :))
neutral,У квадратного стола отпилили один угол. Сколько теперь углов у него стало?
neutral,"Продам Subox mini + жижку в подарок)
Состояние идеальное."
neutral,Я ПРИДУМАЛА!!!!
neutral,"Всегда мечтал побывать у этого потолка, ведь до сегодняшнего дня я думал, что он расписной.
 А ещё я не знал, что у Милонова есть двойник)"
neutral,А начинался вчерашний вечер вполне пристойно
positive,Вадик под эту песню на позицию возит)) класная песня
negative,Мне надоело !
neutral,когда в сети появится запись твоего стриптиза??) там наверно все охринели от нашей компании)
neutral,"Всем привет, приглашаю в команду econixtc , как активных так и пассивных участников, помогаем закрыться, гарантируем обучение и рост вашей структуры. Пишите в личку кому интересно))) Даже если не хотите к нам все равно я с удовольствием отвечу на ваши вопросы=))))"
positive,"Настоящая подруга, та которую не нужно просить о помощи, она всегда знает когда тебе плохо."
negative,Слабо погода ахуела
negative,"бля и нахуй выставлять фотки, если до них дела нет??!! удалять альбомы или нет?"
neutral,"нанана..""серые Ссучки""))))"
negative,"если человек ,которого я называл братом,думает про меня ,что я падла и сука,то возможно я действительно таким являюсь(("
positive,СПЛЮЮЮЮЮЮЮЮЮЮ НАКОНЕЦ ТО
neutral,"Овен: влюбился, пострадал от этого, но не разлюбил.
Телец:
в конце концов влюбился.
Близнецы: влюбился, потом влюбился, потом 
влюбился...
Рак: влюбился - женился.
Лев: влюбился - не 
понравилось, больше не влюблялся.
Дева: сделал вид,что влюбился.
Весы:
подумал, подумал... влюбился.
Скорпион: влюбился - пострадал, 
влюбился - пострадал.
Стрелец: влюбился - добился!
Козерог: 
влюбился, и заставил в себя влюбиться.
Водолей: долго выбирал, выбрал
- влюбился.
Рыбы: влюбился, бросил, пожалел."
neutral,Так сможете
neutral,"Вода гасит взрыв динамита, поэтому, если взорвать его на дне водоёма, ни один блок не разрушится"
neutral,"Уходящий год был для меня очень трудным, но результативным. Получены 3 повышения квалификации (астрономия, биофизика, история) и 2 сертификата (экология, массаж). Неделя заполнилась учениками (математика, физика, русский, информатика, вокал). Вышел на работу в частную школу (астрономия). Вернулся к песне (несколько выступлений, в т.ч. платных) и к детям (включился в домашние дела выше крыши). В главном же моём деле – в метасоциальном (культурном, политическом, духовном) синтезе, который создаю с Божьей помощью более 40 лет, кажется, близок к стадии кристаллизации-оформления. Т.е., возможно, к рождению )"
neutral,"Дорогие друзья, есть ли ВК какая-нибудь группа рыбинского фри-маркета? Есть желание пристроить несколько вещиц."
neutral,"Это Попа!)))все браузеры отказываются работать!значит буду смотреть фильмы,кушать вкусняшкм)))."
neutral,"Задавай вопросы, не стесняйся)"
positive,Вот и вышла моя новая песня слушаем и будем на ПОЗИТИВЕ)))
neutral,чо ты там про медведЯ писал?
neutral,Выиграл 1.90 голосов на матче Зенит - Спартак М (1.83/3.15/4.30) (3-0) в приложении Тотализатор! (
neutral,Индейка в сливках и перце с заморской капустой и серии.
positive,лови позитиФчик))))))))))))
negative,"Всегда,ожидая от праздника большего,чем произошло,а от человека-большего чем он стоит,мы ошибаемся...итог-разочерование..."
neutral,У меня новый Альбом там еще есть
negative,R.I.P Осминог Пауль
negative,Ну вот и всё :(
positive,"кто больше всех трудился, тот и с конфетами)))) 😉"
neutral,"любовь-это терпеть человека таким,какой он есть."
neutral,"Держите, нейронафты )))"
positive,"12 ночи...воздух, вода +30 )
теряюсь в днях..."
neutral,"Как напиваются девушки: 1 стадия - разогрев: ""че девчонки,за нас красивых за них рогатых!"" 2 стадия - понеслось: ""давайте за любовь левой рукой!"" 3 стадия - затишье,как говорится перед бурей: начинаются жалобы друг другу на свою тяжелую женскую долю 4 стадия - собственно буря: ""девчонки, я вас всех таааак люблю"" и начинаются чмоканья в губы 5 стадия - кульминация: ""алло,ты не спишь?"""
neutral,Павловский Посад 6:00
negative,"И да, у меня в этом году серьезные проблемы со сном и режимом."
neutral,с волнением и трепетом...
neutral,"написала первую главу, а больше не могу"
positive,Фаиг прекрасен
neutral,Как я провел этим утром. #белаэро #монгольфьер #воздушныйшар
neutral,вот что у меня за привычка.. людям спать не давать ^____^
positive,Уже дома!!! На днях дропну машину
neutral,Ну нет у нас больше Крыма...Щито поделать???
neutral,На фото - [id14908421|Руслан Кузнецов].
positive,Зашибись!!!! Дайте адрес!
positive,Мы сделали это) теперь я Гришко))
positive,моя доця самая лучшая !!! =)
negative,Рождественский дождь блин! Дожили!)
neutral,Самые длинные ногти
neutral,НОвый Влог!!!! 
neutral,Меня троллят на работе))
positive,лучше не бывает)
positive,"вот тебя вспомнила и всё
ахах"
positive,Любви вам настоящей)
neutral,кто лутше играет
neutral,"Чужая ЖАБА. Ост 10500, нас двое. Кто хочет присоединиться?"
neutral,А ктойта????
neutral,свалил на полигон. буду 2-го мая.
positive,"Подруга быть может
злючкой, ворчуньей и
колючкой, назойливой
как муха, и вредной как
змея. А может быть
чудесной, весёлой и
прелестной, а также
очень доброй и классной,
как моя!)))"
neutral,Работник прокуратуры идет на рекорд 
neutral,Черно-белые фотографии показывают душу😃
neutral,Как я тебе?)))
neutral,"Первый эфир в качестве эрджея на народном интернет-радио [club67171409|MADDYSONFM]. В связи с определённым волнением я допустил простейшую ошибку сказав, что интервал между 2045 и 2099 годами, равен 44 вместо 54-м годам. Где-то был косноязычным, где-то сфальшивил в песне «Владимирский Централ», но в целом эфир получился хорошим. Надеюсь, если Бог даст, буду вещать по воскресеньям в 21 час. Эфиры, скорее всего будут заливаться на мой YouTube-канал и публиковаться в группе [club41242964|Преображение постмодернизма в России]. До встречи во Всемирном Третьем Риме!"
negative, Можно их заблокировать?Достали уже про Нюшу бред нести
neutral,Смотреть ВСЕМ!!)
neutral,помнишь?))))
neutral,"Наша Юлька Карапулька-Капризулька 
P.S(только Настюши)"
neutral,20 дней до дома
neutral,">под ЛСД 
>наркотики избили его и раздели"
positive,МЫ ЛУЧШИИИИИИИИИИИИИИИЕ!)
neutral,какую ставить на аву
negative,"Жалко,что под стрыкало не делают дабстеп ремиксы(("
neutral,В Бишкеке несколько сотен человек штурмуют Дом правительства - Первый канал
neutral,Пули то отравленные?
positive,Завтра мы проснемся весной!!!!
neutral,"аргентинский прог 
"
neutral,"Не обещай мне писать, не обещай мне звонить,
Не обещай все это время мне верность хранить,
Не обещай меня ни на минуту не забывать,
Ведь ничего не проще, чем взять и пообещать.
(Noize MC ""Обратный отсчет"")"
neutral,Русалку увидел)
positive,"Люблю свой порочный город. Город грехов. Город, который никогда не спит. Который никогда не даёт почувствовать себя одиноким. Который ненавидишь утром, безразличен к нему днём и просто обожаешь вечером и ночью"
positive,Лучший ВУЗ города Перми - Я за ПГУ!
neutral,"Мои Фейсбук и Твитер, если кому-то нужно

 ,

"
positive,"Не новинка, но мне показалось интересным."
positive,Отличная погодка!
neutral,"А ты против Микроблога? — Да, уберите его!."
neutral,Невский! Давай погугли!
negative,"Все девочки, злые вы уйду я от вас!"
neutral,Студенточки✏⏰📖📚
neutral,"Хочу провести свой соц.опрос с целью понять, как люди относятся к своему свободному времени в этой жизни, а в частности к тем свободным минутам, которые выдаются в метро или в другом общественном транспорте :) Народ, присоединяйтесь, участвуйте в опросе! Буду рада вашим ответам :)"
neutral,"Пока идёт подготовка к воскресному волейбольчику, проверил новый зал ещё и с кольцами, недалеко от Нарвской. Если есть ещё желающие постучать и потолкаться, отмечаемся."
neutral,там ты с Хамутом
neutral,"В обновленных учебниках русскоязычного курса New York Institute of Photography используются работы студентов окончивших курс. Вот и я удостоился такой чести, в разделе ""Взгляд фотографа"""
neutral,Глаголевомальдивы
neutral,Лапаротомия.
neutral,"Вот так выглядит хмель. Бутоны очень душистые. Хоть пиво вари, хоть голову мой."
neutral,"Скажите, а почему повесился архитектор моста с материка на Русский?"
positive,веселая была поездочка!!
neutral,dota 2 - Сегодня уматал всех =D
negative,Ногу сломал (((
positive,Мои любимые мальчики😊
positive,Симпатюлька.
neutral,"вот ,Что будем петь сегодня ))))))))"
neutral,"Глаза зелёного цвета. 

Упрямы, настойчивы, принципиальны. Это очень мягкие и бесконфликтные люди. Обычно очень верны, но слишком высоки их требования к людям. Они знают чего хотят и стабильно добиваются своей цели. Они справедливы и умеют реально смотреть на вещи. Очень хорошо распознают людей без особых знаний. Внешне зеленоглазые люди кажутся гордыми и неприступными, но это всё внешний обман.Мне нравится 2 Поделиться"
neutral,в контакте через 50 лет!
positive,а мы пожалуй ничего!!!!
negative,Меня похитили и заперли в больнице.
neutral,я твердо намерен этим делиться
positive,"Доберманы, они такие, могут все 😊

"
neutral,Личико покажи))))
neutral,а как тебе такой малышик?))))
neutral,В «Неудержимые 3» пригласят Анджелину Джоли и Кэмерон Диаз
neutral,Тамбов пока до зимы! :-)
neutral,"И, улыбаясь, мне ломали крылья, 
Мой хрип порой похожим был на вой, 
И я немел от боли и бессилья 
И лишь шептал: ""Спасибо, что живой""."
positive,"Люблю тебя больше всего на свете!!!!! И ты только мой!!!!)) вслушивайся в слова :**
"
neutral,кто занимается ремонтом квартир? Отзовитесь!!! Пишите в личку!!!
positive,Наконец-то наш клип!!!
positive,"Я вижу тысячи красивых девушек, но в голове только одна...она"
positive,Универ окончен!)
neutral,"Богдан,помнишь когда мы на трешу ехали с твоим папой,у него эта песня играла?"
positive,"АХАХАХАХАХ офигеть))))во дела))))))
"
neutral,"Одна из песен, которую мы исполнили вчера на радио вживую. Для тех, кто сладко спал"
neutral,"говоришь, Томка нравится?)))"
neutral,настроение ...
negative,"Итак, информация для размышления. Есть мнение, что спокойной жизни нам осталось от силы года три. А потом всё покатится в тартарары. Соответсвенно вопрос, где лучше находится, когда наступит большой п.......ц?"
neutral,"загадка №8
. Возьму его в руки, Сожму его крепко – Он станет упругим 
и твердым, как репка"
positive,Хочу училку !:D
negative,"Ара,нашего брата Алхазура задержали"
neutral,куплю 5 труб
positive,Уехал в Запорожье.....)))
neutral,Я так чудил
neutral,"Застрял на этом слове. Помогите, пожалуйста! 4 буквы. 
 "
neutral,"Зацени:

В Великобритании фильм выйдет в прокат 10 апреля, а в Соединенный Штатах — 4 мая."
positive,хочу..себе!!!
neutral,Моя последняя работа)))
neutral,"Что тут скажешь? Вполне предсказуемый поворот событий. А если представить, что таким людям достанется кусочек власти?
"
positive,Вечер сильной и независимой девушки 😄😍😍😽😽😻
neutral,а помнишь тот день? я там в кресле жду хатюху а ты разогреваешся с зинкой)))))
neutral,"Кроссовки цветные яркие, в наличии.
реплика Nike Air Max
Эко- кожа и вставки натуральной кожи . По стельке 25 см."
negative,"Что за народ?! Просятся в друзья, через какое-то время тебя убирают, оставляют в подписках. Заходишь к ним, а там 20 друзей ""в друзьях"" и 200 ""в подписчиках"". Нафига это надо??"
neutral,"А Вы сегодня подтвердили своё участие в бесплатной лотерее от ""Охоты"" "
neutral,"В моём архиве - телепередача, несколько фотографий и подписанных книг. Он для меня, как и для многих, важный и неслучайный человек. "
neutral,#Экстрим #парк
neutral,Похож на Пашу?))
positive,у меня родился малыш!!!!!!!!!!!!!
neutral,"Браузеры говорят что на кроке вирус - но это не правда! Негде больше информации об этом нет. Подал заявку на пересмотр, не знаю когда теперь снимут блок ((( пускает без вопросов только Opera."
neutral,глянь обязательно
neutral,у нас в школе был живой уголок
neutral,"28 сентября / TRANSLIPPERS

MORE of ACID, MORE of JAZZ,
MORE of TRANCE, MORE of SLIPPERS !
После летнего фестивального марафона мы будем рады повоздействовать на Вас Аудиодобром на нашем сольном концерте в
клубе КИТАЙСКИЙ ЛЕТЧИК ДЖАО ДА (СПб)
 vk.com/jao_da_spb 
Начало 20:45"
neutral,Это не про тебя :)
neutral,Как ценителю....
neutral,"Привет, Константин! Отправляю тебе предложение по продукту. Если нужна моя консультация - звони, я на связи!"
neutral,"Ты очень похожа на Курта Кобейна! А на кого похож я? - 
"
neutral,"Иногда, чтобы идти дальше, нужно остановиться.
Я."
neutral,А эту слышал с физрука?😊
positive,и кстати соловьева в бро меня добавила)))))))))))
positive,Это фирма братишка!)
neutral,"ребят,кто может достать патроны ""стрела"" 16 калибр?"
neutral,точно!!! отвечаю:D
neutral,не испытал бытия сщастия сего
positive,Позаниматься спортом можно всегда и везде) К домашней тренировке готов!
neutral,Результат пайки меди и бронзовых фитингов.
positive,Моя деточка:* Сделала с меня худышку-коротышку:* Малышка:[id16949211|Камилла Гербер]
positive,И такое чудо можно увидеть в бруклине)))
neutral,"Новый раунд! два интернет мема, АДвокАД и Мистер Трололо сошлись на поле боя. Голосуем!"
negative,"может я не с этой планеты?? почему я не могу многое понять и смириться?? почему я не могу просто молчать? молчать и терпеть. закрыть глаза и представить, что всё хорошо.
черт. никому не нужно это моё унылое гавно из головы. молча. нужно учиться жить молча. и, главное, не думать. не думать...думать не..."
neutral,"первое демо ""человек погоняло каратель"""
neutral,"А не посоветует ли мне широкая общественность какой-нибудь хороший театр, а то и конкретный спектакль в нем? А то я ничего, кроме РАМТа, и не знаю толком."
positive,"Почему-то у меня уже 14 лет одна и та же любимая песня.
То есть уже почти полжизни. Никакая другая новая песня не может её заменить. 
В школе я ходила на концерт Би-2 и фотографировалась с Лёвой. Теперь эта фотка ВСЕГДА на моём холодильнике, а их сменилось за это время уже много. 
Я даже была в него влюблена и хотела замуж, но вышла за другого. Он тоже себе вроде кого-то нашёл. Надеюсь, так же счастлив как и я ❤❤❤"
negative,"Понял, сучара? :D"
negative,Сосед сверху нас залил.
neutral,"Требуется дизайнер учащийся на заочке. Для хорошей работы. Желающий зарабатывать. ООООчень нужен помошник, есть у кого знакомые? Отблагодарю если поможете найти ..."
negative,Только не это
neutral,Надо глянуть..
positive,Вуахахах)))
neutral,:) немножко подустали))
positive,[♥...ведь всё что мне нужно сидит по ту сторону монитора...♥]
positive,КАТОК? КОНЬКИ?....... СКЛОН! СНОУБОРД!
neutral,Куплю 19 мела и 15 хрустали за 6 изумрудов и 3 листа и 2 метлы и 6 тыквы
negative,Бле. настроение фигня... ттшечка..
neutral,идиотский вапрос 3 - скайнет вводит кроме чисто зачисток поротно или по взводно приподдержке танков и авиации 7
neutral,Смотрю «Гоп-стоп: Гоп-стоп» на ivi.ru
positive,"[id28639291|Настюша Милишевич] я тебя еще ни разу не виделаа,но ты ОЧЕШУЕННАЯ:DDD"
negative,ПЕТУХ МАТРАСНЫЙ
neutral,Я состою в этих 10% 😏
neutral,"Продаю универсальный обьектив, для Canon. Легкий, быстрый!"
neutral,"Народ, у кого есть билеты на второй модуль по генетике???"
positive,"ваааааааа,я это сделал!"
neutral,"жизнь- это не рай, ты не должна быть идеальной (с) Джиа"
neutral,куплю любовь материал на лимит 110к срочно
negative,"Первый опыт рисования цветными карандашами. После двух часов убитого времени, половина которого ушла на починку гребанных карандашей, которые постоянно ломались, пачка с карандашами полетела в мусорное ведро, и пришлось ограничиться вот этим.
З.Ы. Ресницы пофикшены 😉"
neutral,Велосипедный шоппинг намного сложнее обычного!!!!!
positive,Крутой парень решил сделать себе тату
positive,"Как я вам? 10 лет разницы!
И кстати, меня даже Гугл поздравил! З-знаменитость!"
neutral,"как билеты из москвы в мурманск с пересадкой в питере, стоят в полтора раза дешевле билетов напрямую из питера в мурманск, той же самой авиакомпанией?... 
чудеса логистики.."
positive,А мне хомяка подарили!!!)))
positive,"Я живу одним тобой, об одном тебе мечтаю, я скучаю по тебе, любимый мой, я безумно по тебе скучаю ...
Руки опускаются порой, слезы ... снова мокрые ресницы 
Мой хороший,знаешь,ночью мне наша радостная встреча снится, встреча после года вдалеке, много месяцев в разлуке оставляю ...
Я люблю тебя, хороший мой 
Я безумно по тебе скучаю ... ❤"
neutral,Ватикан выбрал нового Папу | Новости экономики и политики Украины
neutral,"В СУББОТУ 21 00   живой ЗВУК 21 00 "" Тарханкутский джем JAM T"
positive,"лишь тебе принадлежу.ты мои слезы,мое сердце,ты частичка тепла, никуда мне не деться...моя жизнь только ты, от тебя она зависит и если ты уйдешь, на волоске она повиснет."
neutral,Первая рыбалка сезон открыт
positive,новая песня!!!урааа ёпть)))
negative,"Это и правда страшно и больно, обидно."
positive,"Скучала по общению с вами, котаны. Реально клево погуляли, вспомнили старое и вновь поржали над каждым словом друг друга) Очень не хватает вас, если честно.. И как-то даже грустно.. У всех другое настоящее, но приятно, что мы все-таки не чужие =) Всем безудержного лета."
negative,бля...заснуть сегодня проснуться в субботу...
neutral,"попляши, Вадик )"
neutral,"Бывает, смотришь в глаза человека и точно знаешь, какие чувства и эмоции Он переживает в этот момент. Пусть даже всё, чем Он владеет в этот момент - это табурет...
MODEL: Tania Prichishyna
PHOTO: Sachek P."
positive,Хорошая картинка для хорошей девушки!!!
negative,Самая отвратительная и нечесная франшиза - это UNIDANCE
neutral,"Илья Цыганков  ""МОЛИТВА"""
positive,"Скоро у нас можно будет открывать ещё одну Икею) столько мебели и столько одной фирмы кто-то скажет перебор, а нам нравится🙈🙊К нам прибыли долгожданные стульчики на кухню☺️"
positive,"Я ПОМНЮ, Я ГОРЖУСЬ!"
neutral,Оранжевый берет
positive,Это намного круче!!
neutral,Про неправильные песни
negative,БЛЯ! заебалооооось!!!! нужен отдых))
neutral,"когда мы идем на озеро под церковь,Раста?))"
neutral,Она по-детски наивна*мм
neutral,Нургалиев объявил о победе над коррупцией в МВД
positive,Ассаи. Незабываемый концерт. Один из лучших вечеров в моей жизни...)
neutral,Немного пост-рока... :)
neutral,Не пью сладкий чай- гони ребро.
neutral,90 - возвращаються!
positive,Фееричный котЭ =)
neutral,а вы нам султанчики купили?:3
positive,"ПЕЛАГЕЯ... Не устаю слушать эту безмерно одаренную и самобытную певицу. Хожу на концерты - это удовольствие несказанное!! Кроме того, что она красива и обладает уникальным вокалом, есть еще бездна позитива и энергетика бешеная просто, мурашки бегают стадами! )))))

""Я слышал в мире всё. Но такого - нет нигде. Ты - самое невероятное, что есть сейчас в музыке"". Эмир Кустурица о Пелагее"
neutral,Добро должно быть с кулаками!
neutral,"Кто, эмммм.... круче ? :D"
positive,"В Казахстане, в отеле чизкейки по 30руб :))
Сижу в лобби, смотрю Хауса и уже второй чизкейк заканчиваю :))"
positive, Наконец выложили ))))
positive,эта фотка вообще крутая)))
positive,Тортик для сына!!!Бисквит с кремом- суфле(лимонным и черничным)🍰🎉🎈
positive,Сердце верит в чудеса…!!))))))
positive,"Подскажи, кто исполняет женский вокал, оч нравится)"
neutral,Техника транспорта)
positive,Дядя Мишаня-молодец.
neutral,Вот что тебе надо!!!:)))))
neutral,"У кого есть знакомые, которые делают татуировки? или кто сам делает?  прошу отписаться"
neutral,вот что мы делаем когда ты уходишь на работу))))
positive,"очень нравиться хоть и микс! но впоследнее время меня ваще такое начало переть...не знаю че,но очень сильно..."
positive,Во вторник за водительскими правами!! Ехуу! Е-е-е! =) Ура!
negative,"Ни один из этих людей так и не смог дать развернутый аргументированный ответ. Наиболее улыбнул некий спортсмен Валентин. 
 - нужно принимать людей вне зависимости от их нации
 - тем не менее, украинцев вы не любите?
 - тем не менее, не люблю. Они подлые.
Не менее больной высер- про лагеря наемных убийц, спонсируемые злыми американцами. Лол, просто лол."
negative,а в Киевееее холооодзепаааа!!!!!! бррррр
neutral,"Валик, привет! Я выбирала между тобой и Ваней. Ответ смотри здесь: "
negative,Отзовись супостат хоть бы позвонил вообще забыл про старого друга...
negative,да пошел ты на куй!
positive,"Я за тебя готова всё отдать,
 Всё то,что было есть и то,что будет,
 Я лишь тебя готова вечно ждать
 И пусть меня за это все осудят.
 Я за тобой готова побежать
 На край земли,а может быть и дальше,
 Я лишь тебе стихи могу писать,
 А в них слова,что даже меда слаще.
 Я для тебя готова изменить:
 Прическу,стиль,мечты,свои желания,
 Я лишь тебе смогу всегда простить
 И боль,что причиняешь,и страдания.
 Я за тебя готова всё отдать
 Всё то,что было,есть,и то,что будет.
 Ты просто знай,что вечность может ждать
 Лишь сердце той,которая так любит..."
positive,Я таки сделала это! Не обошлось и без методологии Челентано - давить ягоду конечностями. С удовольствием лячкалась в свежем виноградном соке. Руки теперь красные и жгутся - но это того стоило! 🍇🍷💪🏻
negative,"вот заболит что нибудь,думаешь ""сейчас схожу к доктору и он меня вылечит"", А ХУЙ ТЕБЕ ПОКА ВСЕ АНАЛИЗЫ ЭТИ ЕБАННЫЕ СДАШЬ ПОКА ВСЕХ ЭТИХ ВРАЧЕЙ ТВАРЕЙ ОБОЙДЕШЬ ЛИБО СДОХНЕШЬ ЛИБО БОЛЕТЬ УЖЕ БЛЯТЬ ПЕРЕСТАНЕТ 

всегда так ) ахаха"
neutral,"У [id23068275|Коляна] дрожали руки, но в целом все ок. С удовольствием принял вызов Петренчука на Ice Bucket Сhallenge и передаю эстафету [id116031|Евгению Лазаренко], [id24398930|Павлу Перцу] и [id925306|Дмитрию Филатову]. Всем удачи! Пошел пить глинтвейн)"
neutral,Готовность-90%)
neutral,Легкая придурковатость делает меня практически неуязвимой.
neutral,Делаем очистку друзей .. = *
neutral,"ОБСЕ задержаны в Антраците
В городе Антраците ополчением была задержана группа представителей миссии ОБСЕ которые собирали разведывательные данные в пользу украинской армии, пытались подкупить и завербовать бойцов на блок постах."
neutral,Хочу стать спанч бобом
positive,я тебя очень-очень-очень-очень сильно люблю!!!!!!!
positive,"Любимая моя подруга, ты самая лучшая 😘😌 
Я очень тебя люблю ❤"
neutral,"джип та у меня в Москве,а я в другом культурном городе 
хаха"
positive,"Ура, снег!!!!! Снег снег, первый снег!🌨☃❄️"
negative,"Сломалась машина и нет денег
на пиво - вот они мужские
критические дни"
negative,"Умру — никто не заплачет. 
Исчезну — никто не заметит."
neutral,С дочкой Ангелиной. Без фильтра.
neutral,Создано в необычном фоторедакторе #Аватан 
positive,"вот фотка-идеал:
Йен+лабродор))))"
positive,за окном мороз и ураганный ветер.. а мне так хорошо тепло:)
neutral, почти нашел
negative,Все достало. Гребаный август 14. Я - Фараон.
neutral,"Мужское имя Вадим
ЗНАЧЕНИЕ ИМЕНИ

Древнеримское имя, означающее «здоровый». Правда, есть мнения, считающие это имя персидским; другие — древнерусским, происшедшим от слова «вадити», что означает — «сеять смуту, спорить, обвинять, клеветать».

Пхахаха в точку блеать :D"
negative,Очень плохо спал...снилась она.
positive,Пес-баскетболист)))
neutral,В какой ипаной комедии была эта песня??
positive,Люблю общагу....
neutral,Сегодня взял выходной первый за неделю. Делаю только кардио. Кто не в теме регимся и ищем меня в перископе amokshyn. Завтра выйду на связь! #sportfaza #mokshyn
positive,"Я считаю, что 2011 год будет лучше 2010го! "
neutral,И так выбираем ту которая НЕ нравится!!
neutral,Артём. 7 дней.
neutral,"Прости, что не манты"
positive,"Сегодня, самый лучший день в моей жизниии!!!!!!!!!!!!:)))))))) потому что родился племянник... НИКИТКА!!!!!! :)))))))))"
positive,Мы знаем.Мы тебя тоже любим))))
positive,"Ну и конечно же веселая тетушка в цетре Киева плясала с 18.00-????? (Наверное до упаду,может и дольше)в 21.30 еще была!😊"
neutral,Дэнчик Борисов зашел в наш зал)💪😲
neutral,ровная ава
neutral,у тебе там лев
neutral,"Я назову компанию «Яблоко», если к 5 часам вы не предложите ничего лучше

(с) Стив Джобс"
neutral,ты реально играешь?
positive,"Вернулась, наконец. Довольна, счастлива, отдохнувша. Родная комната встречает стикером ""существование предшествует сущности"", как обычно."
neutral,личку открой :D
neutral,Матч КХЛ: ЦСКА - Локомотив.
positive,"Ты для меня - глоток воды в пустыне,
Ты для меня - маяк в холодный шторм,
Не зря судьба столкнула нас - отныне,
Мы друг о друге мыслями живем...

Мы словно две звезды на небосклоне,
Что рядом друг для друга дарят свет,
Любовь над нами тучи темные разгонит,
И для меня на свете никого дороже нет.

Мы словно буквы на одной странице,
Их прочитать лишь сможем я и ты,
И если темной ночью мне не спится,
Лишь, о тебе все мысли и мечты...

Мы словно два крыла у птицы счастья, 
Нам друг без друга в небо не взлететь,
Я верю, что прогонишь ты ненастье,
Чтоб вместе быть, любить меня, хотеть...

Я тихо сяду на твои колени...
От губ твоих взгляд мне не отвести,
Пусть никогда не кончится мгновенье…
Мне все равно, себя уж не спасти..."
negative,"Болею..так шо,вам мой совет - одеваитесь теплее!!!"
neutral,"Я помню :) 

От нас валил пар, мы были мокрыми насквозь, но домой мы не шли, потому что «загонят» и больше на улицу не выпустят :) Мы шли в подъезд — там была батарея, на ней можно было сушить мокрые варежки и мокрые штаны, прислоняясь то одним, то другим боком.
И я до сих пор не понимаю, почему никто из нас не болел?"
neutral,#накраюсовершенногомира 
neutral,"Мааша, я за*балась сама себя фоткать, давай чтоле за печеньки с входом в безсознательное пофоткаешь меня,а?))))"
neutral,"Угадай, а эта песня о ком???;-)*"
positive,и снова крутая пати! ура)))
neutral,Настоящий студент может договориться с дьяволом на выгодных для себя условиях.
negative,"Зачем я посмотрел Трасформеров??? зачем я испортил себе настроение?
кто писал сценарий и диалоги? Собчак с Бородиной? идиотизм! 
на одних спецэффектах нельзя выезжать.... 2.5 часа на смарку..."
positive,Ну не лапочки ли?)))вот кого вы мне напомнили)
neutral,"Сергей Колинько ''Как меня всё достало:(''

Не сЦы, прорвемся ! )"
neutral,А щас бы уже было бы таких  5 фото!!
neutral,Без комментариев=)
neutral,Екатерина долго разглядывала ваше фото и выдала: П.... Продолжение тут:  
positive,Я СКУЧАЮ ПО ТЕБЕ МОЯ ПОДРУЖКА 😍😉😘
negative,"а вы - Стив Джобс, Стив Джобс, сейчас умер по настоящему великий человек, а никто об этом и не знает."
neutral,А что выбираешь ты?
positive,любимый...
neutral,"""Все три года зоны словно позади...я смотрю и вижууу...!)))))"
neutral,"24 ноября в ""Неформате"" первый показ части мультфильма ""Гофманиада""!"
neutral,"ну что как дела??****
кода жениться будем??....."
