label,text
neutral,Любовь и сомнение никогда не уживутся друг с другом.
neutral,вот блять полка для пива))))
neutral,"Обычно люди проводят свой День Рождения где-то в кафе или на природе, ну а Таня в школе и в хореографическом зале 😄👌"
positive,Сердце верит в чудеса…!!))))))
neutral,Он придет за тобой. Скоро.
neutral,Билл Гейтс: К 2035 году в мире не останется бедных стран
neutral,"Мои правила о собственности:
1) То, что мне нравится,-моё.
2) То, что я увидел первым, - моё.
3) То, что я схватил, - моё.
4) То, что кажется моим, - моё.
5) То, что у меня было, - всегда моё.
6) То, что я могу отнять, - моё.
7) То, чего несколько штук, - ВСЁ моё.
8) То, что ты выпустил из рук, - автоматически становится моим.
9) Если это моё, оно никогда и ни при каких условиях не станет твоим."
neutral,"Классно было бы, если бы люди, засыпая, не знали, где проснутся утром... Каждое утро - новая жизнь, новое прошлое и новое будущее..."
negative,"Отвезла сына в 8 утра в военкомат. Он счастлив до безумия. У меня - полный вакуум, пустота. 😢 И еще этому предшествовал месяц жесткой депрессии. Пугает неизвестность: какой регион, какие войска, что там за командный состав, что там ждет сына...Отсюда и такие эмоции. Он ведь мой ребенок! И неважно сколько ему лет. Я его растила, воспитывала, а теперь отдаю государству, которое никого не может защитить. После работа вышла и пошла....пошла, пошла, пошла. Прямо как в фильме ""Форест Гамп"", который бежал три года неизвестно куда. Хорошо у детского садика Руси очнулась...так-то нехило протопала через полгорода.... 😞"
neutral,Артёмушка-Черёмушка )
neutral,"Овен: влюбился, пострадал от этого, но не разлюбил.
Телец:
в конце концов влюбился.
Близнецы: влюбился, потом влюбился, потом 
влюбился...
Рак: влюбился - женился.
Лев: влюбился - не 
понравилось, больше не влюблялся.
Дева: сделал вид,что влюбился.
Весы:
подумал, подумал... влюбился.
Скорпион: влюбился - пострадал, 
влюбился - пострадал.
Стрелец: влюбился - добился!
Козерог: 
влюбился, и заставил в себя влюбиться.
Водолей: долго выбирал, выбрал
- влюбился.
Рыбы: влюбился, бросил, пожалел."
neutral,Трек второй.
neutral,Швеция ты кто такая??давай до свиданье)))
neutral,На Здоровье)
neutral,"СЛАБО! 8 ФРАГОВ, 11 МЕДАЛЕЙ, 16 763 СЕРЕБРА, 2 913 ОПЫТА. ТАК ЕЩЁ И ВЫЖЫЛ!!!!"
neutral,На тебе кароч) А то давно ниче не кидал)
positive,Мой маленький друг!!! ;)) Молодец!!!
negative,Скучаю по тебе мой хороший)*
positive,СЧАСТЛИВА!!!!!))
negative,Заибала эта крыса.
neutral,"На местности со связью полный порядок 👌😊 кто соскучился,- звоните, пишите смс и кидайте бомжей на номер +91 8308212159."
neutral,Cмотри) Это спина мастера который мне будет бить в конце августа х)
positive,"Спосибо дорогой за то что ты са мной, ты выдержываешь все мои истерики, психи, капризы, ты понимаешь меня как никто другой. Родной мой ты изменил мою жызнь в лутчшую сторону-добавил в неё ярких красок. Ты изменил моё понятия на жызнь. Зделал так что бы я улыбалась даже когда грусто. Извени меня что я неценила нашы отношения, ты сам один боролся за них, что бы быть со мной. И благодаря тебе через 15 дней будет 2 года как мы вместе. Прости меня за всё, я очень тебя люблю."
neutral,Продаю новый нетбук 8000 р. колонки в подарок!!!
neutral,"А может ошибочка вышла на 1-2 дня,как это обычно с погодой случается,и мы кончимся завтра?.. О_о"
positive,МОЯ РОДНАЯ!!!
neutral,"""Каждый год, 31 декабря, мы с мужиками ходим в баню...!"")))"
neutral,"Вот я и дома,постель холодна.Слышу с Жулебино снова стрельба.Чифир холодный устроит вполне,пыхну косяк,растворюсь в простыне."
positive,БАХАААААААААААААААААААА! ахахааххахха
neutral,"☆ Кто-то пьёт ягуар, кто-то на нём ездит ★"
neutral,"Забань и разбань меня, А то тут такое дело:))"
negative,"...опять сессия !!! заебала!!!деньги,время где всё это найти !!!"
negative,Как я скучала😭
positive,мммм)))*люблю...люблююю)))
neutral,никого не напоминает???))))
neutral,Буду молить бога что бы опять материна полетела )
neutral,то-же но подругому..
negative,"Опасайтесь редкостного еблана [id87561565|Aramis Johnes] из Пятигорска! В миру Артем!

Этот неадекватный парень, прикрываясь обучением у меня, которого он не проходил(и глаза мои его не видели) калечит людей в прямом смысле этого слова!"
neutral,а чо матч слитый штоле?
negative,бррррррр.....
positive,Люблю тебя ❤️❤️❤️
negative,Выходные??? Не знаю...Не пробывал....
negative,А я не люблю путинских шлюз... Типа тебя...
neutral,На добро нужно отвечать добром ...А на зло- нужно отвечать справедливостью !
neutral,"в Донецке все -таки МТС отключили , не спроста это!"
neutral,Кому что...
positive,это ты))))) уматово получился)))
neutral,я складываю слово
neutral,"Бля комп появился и чет гулять впадлу, че делать? 
ЗАБЫТЬ ПРО КОМП!)))))"
neutral,скоро буду
neutral,А что хуже: меньше 15 или больше 65?
neutral,"Девушки считают что сейчас все парни пошли какими-то женственными. 
Так ищите их не в клубах и на вечеринках, а в спортзалах..!"
negative,"Не хотел его выкладывать на стену, но раз уже и телеканал Россия24 показал, то смотрите на лидера майдауна."
neutral,"""Когда у вас будет коллоквиум, настанет момент истины!"""
positive,"блин, побольше бы таких проводов как в овечки (чапка). весело было!!!)))))"
positive,Самый лучший ТАМАДА!!!!!
positive,это был хороший Новый год
neutral,По мотивам дачихуячи с маскарадами : )
neutral,MOUNT SHOW – Что там у москалей? Или «Как хохлы парад смотрели»
neutral,"Я вижу определенный символизм в ""войне с памятниками"" на Украине. Именно  большевики создали Украину в ее современном виде, именно волей советских вождей к ней были присоединены русские территории Новороссии и Крыма, именно последствия их национальной политики дали сегодня кровавые всходы гражданской войны. И вот сегодня укропатриоты, готовые, по крайней мере на словах, зубами грызть ""сепаратистов"" сносят памятники тому, кому, по сути, обязаны своим существованием. Как зло пошутила история: одновременно и над ""вождем мирового пролетариата"" и над его внучатами - бандерлогами."
negative,Озил в Арсенал.... Я в трауре.
neutral,"Тусуюсь в гонконге, нескем бухануть,"
positive,"На каене вся в габане по житомиру ганяю.. ганяю.....

Все таксисты и маршрутчики
дорогу уступают.. текают.....
Все подруги по общаге наливают
и рыдают.. ведь знают.. шо я.....
На каене вся в габане
по житомиру ганяю..
Я ганяю..
Оууу........"
positive,И такое чудо можно увидеть в бруклине)))
neutral,пора заняться спортом и мозгом
negative,ну и бред!
positive,"сегодня я сдавал устную часть экзамена по французскому. странно так. вроде собой недоволен, а настроение хорошее :)"
neutral,"Находка тебе. Пушка на башне, и 2 книжника. Единственная в своём роде"
negative,"я такая вся такая не врот еловая слушаюсь мальчиков, сама себе поэт но Серовно остаюсь убогой не красивой кривой зашто мне такая полоса, что Я бы неговарила той который я была."
neutral,"А ТЕМ ВРЕМЕНЕМ ИДЁТ ГОСПОТАЛИЗАЦИЯ В ПСИХ,ДИСПАНСЕР-чела-лрава которого защищает правозащитник г.ЕЙСКА-адвокат со стажем."
positive,..вроде...кажется...я влюбился...
neutral,Без лишних слов.
positive,Еще немного прошлогодних фоток с моего любимого Зенита)
neutral,"Черная в наличии , всего за 1500. спешите, одна штука по такой цене"
neutral,У кого крутой музыкальный вкус?))) покидайте крутых песенок))
neutral,Не так я представляла себе Барда-лучника..
positive,Жаркие.Зимние.Акуненные
positive,Наша доця.
neutral,"Сначала мы спешим во взрослую жизнь, а потом мечтаем вернуться в детство…"
negative,"последний альбом миталеки - сраное уебанство для уебищных хуесосов, последний альбом моторхед - пиздатый парень!)"
positive,я соскучилась по тебе
negative,:Р (Качество не очень конечно)
neutral,После зимы...
neutral,"С братаном  @ Зеленоградская, 25/4 "
positive,"Ушёл,на Егэ по математике!!УДАЧИ МНЕ!)"
neutral,Мой новый год.
negative,"Это если вкратце совсем! 
Чтоб я сдох, если вода была теплее 10 градусов!"
positive,"Это из одного фильма, который я безумно люблю"
neutral,"мне скучно,напишу)"
neutral,"Имейте единицы друзей, но достойных💋"
neutral,у меня есть молоко)
positive,"Интересно, однако :)"
positive,нравится очень)
negative,"Слышь ты, крылатый, еще раз в меня прицелишься - оборву крылья и лук в жопу запихну!"
neutral,"-дело не в колбасе
тогда от голодной смерти безработных ,беженцев,бродяг не умирали и квартир не лишались.
девчата замуж выходили за ровесников,а не за кащеев бессмертных
работали на государство а не на чужого дядю.
телевизор был умней
спорт был действительно народным а не показушным
в детсадах дети матом не разговаривали
транспорт был доступным
работали заводы
нефтедоллоры составляли лишь 1/4 бюджета а не 9/10"
positive,#люблючитать#Новая прочитанная подборка + следующая вылазка в библиотеку😺😺
positive,"Лучшая подруга это...
та, которая вазьмёт твою вину на себя, зная, что за это тебе влетит."
neutral,"Я ехал прямо, и всё!"
positive,Вот и я на колесах... ))
neutral,"«Тот, кто превращается в животное, избавляется от боли быть человеком»"
neutral,"Планета Марс будет очень яркой в ночном небе начиная с 
августа. Невооруженным глазом даже планета будет видна как полная луна. 
27 августа Марс пройдет всего лишь в 34,65 тыс. милях от земли! 27 
августа в 00,30 посмотрите на это зрелище. Это будет выглядеть как две 
луны над землей! 

Следующий раз когда Марс будет так близко к Земле будет только в 2287 году!!

Никто из живущих на Земле еще такого не видел!!"
positive,Вот это тема!!
neutral,dota 2 - Сегодня уматал всех =D
positive,Ахахахахаах бляяяяяя!!)))) Хд
neutral,"куплю планшет для рисования, возьму на пользование наушники со стандартным входом)"
negative,"Ненавижу,  когда за спиной говорят всякий бред. Скажите в лицо,  я найду, что ответить."
negative,Хочется кого то взять и головой об стенку ебануть........
neutral,"НОВЫЙ ТРЕК!

Огромное спасибо этим людям:

[id116673045|Slimz sound] | [club35341847|Billy Design] | Life Music rec.

Пустота - уже чаще мне друг, но
Паранойя - каждый день слышу стук в дом."
neutral,музыкальный метиSS
neutral,Когда припрётесь уже?)
neutral,Создано в необычном фоторедакторе #AvatanPlus 
neutral,куда это ты направляешься?
positive,"Радуюсь за ""Бомбу"" и ""Другой Мир"""
neutral,"с интересом изучаю русский инди-лейбл df (  ), всё-таки много в россии музыкантов, очень много. Это хорошо, это значит есть жизнь, есть движение, всё не кончилось на Цое, российская сцена ещё что-то имеет нам сказать."
neutral,"никогда не думал, что фраза ""чем старше дама, тем вкуснее борщ"" будет так идеально подходить моей жизни."
neutral,Анька долго разглядывала ваше фото и выдала: О.... Продолжение тут:  
neutral,"❤ Судить меня дано лишь Богу, другим я укажу дорогу......"
neutral,И так сойдет )
positive,На любимой работе даже в выходной день хорошо =) #5оclockvn #шиповник #coffee
positive,Просто космос!
neutral,Сейчас бы так...
neutral,Хочешь такое же МегаФото? Заходи: ♥♥♥ vk.com/app686627 ♥♥♥
neutral,"Не стоит обижаться на правду, а стоит лучше признать свои ошибки. Ведь не ошибается тот, кто ничего не делает."
neutral,ФАНАТЫ ОЛЕСИ УЙДИТЕ
negative,блин(( я думала тебя сегодня уже увижу(( зааай я так соскучилась(((завтра наверно тебя задушу в объятьях:****
neutral,"На повторе.

Похороните меня за плинтусом.
Чтобы без адреса и почтового индекса.
Чтобы найти можно только по памяти.
Я - всего-то сумма квадратов
Косинуса и синуса.
Да, помню, что человеку нужен человек,
Иначе он просто невозможен.
Ведь даже целая жизнь
Может оставаться ложью,
Если за этим чёртовым плинтусом
Не будет кого-то, ещё одного,
Самого близкого,
С которым вместе на огромный риск
За право становиться счастливыми."
negative,"очередной отскок сборной, очередное отсутствие качественного футбола, пиздюки вы, ребят."
neutral,"Никогда не прекращайте бежит к финишной линии, не перестать быть самостоятельно, всегда бороться за то, что вы хотите. Чтобы прожить свою жизнь, любите любящих вас, и это помогает, когда вы можете, всегда мечтал невозможные цели, дать себе в каждый момент моменты вечной жизни и жить в этой огромной вложить магию любви .. ""
Хороший старт и КОНЕЦ ГОДА"
positive,я знаю того пиздатого чела который сделал эту пиздатую фотку))
positive,класс! обязательно попробую
negative,Пизда рулю......
neutral,"Анастасия отказалась фотографироваться, поэтому селфи с Ясей)))"
neutral,видео у тебя откуда такое?
neutral,Кому нужен классный парикмахер обращайтесь=))
neutral,"Весна 2005. что, шкуры, забыли уже?))а вы говорите Limp Bizkit))"
neutral,сломалсяпробелнаклавиатуре
neutral,"Китайская скороговорка 
人是不是水？
不是。
人是不是火？
不是。
人不是火也不是水。
人只是人。
王是人不是？
是、王是人。
女人是人不是？
女人也是人。
Человек – вода или нет? Не вода.
Человек - огонь или нет? Не огонь.
Человек - ни огонь, ни вода.
Человеком может быть только человек.
А император, он человек?
Да, император – человек.
И даже женщина – человек?
И женщина – человек.
Rén shì búshì shuǐ?
Búshì.
Rén shì búshì huǒ?
Búshì.
Rén búshì huǒ yě búshì shuǐ.
Rén zhǐshì rén.
Wáng shì rén búshì?
Shì, wáng shì rén.
Nǚrén shì rén búshì?
Nǚrén yěshì rén."
neutral,#ладаседан
neutral,"да, я троллил даже в школе."
positive,наконецто я стал дядей
positive,Вот к этому я шел около 16ти месяцев!!!
negative,Плохо когда к моральной боли добавляется ещё и физическая...
neutral,"Друзья...это Те, кто выслушит весь твой бред...все твои проблемы...Те кому мы говорим правду...И не говорим...Ты не поймёшь или не важно...."
negative,боль разрывает меня
neutral,небольшой отрывок моей новой работы))
neutral,"***
Все хотел жить хорошо,
Да состарился.
Лето, весна, посошок,
И не парился б…

Дивны мои кружева,
А цены на грош.
Вроде бы и не живал,
А теперь-то что ж?
  6.05.2012"
neutral,У кого больше:))
positive,Знакомство с звёздными войнами. Переживания зашкаливают.
neutral,Я тогда затыкаю уши????))))
neutral,чё за саша николаев в подписках у тебя и у меня.......
neutral,я обязательно вернусь к тебе еще хотя бы раз.
negative,"Товарищи страйкболисты, всем кто думает брать механы фирмы MAG, предлагаю хорошенько подумать. так как достоинства этих механ сегодня стали для меня настоящей головной болью. да они подают отменно, довольно мощные, и выносливые. НО!!!! главный их минус - неразборность!!! сегодня в одно из механ заклинило подпирающий зуб. вытащить который вместе с пружиной не удалось, вырвав со злости пружину, обнаружил что зуб остался внутри. пришлось курочить корпус механы, так как склеена на писец как хорошо. китайцы клея не пожалели, но блин как всегда палку слегка перегнули. итог зуб я достал, раскурочив пол механы и ушатав напрочь пружину. буду сидеть думать как с этим счастьем теперь поступить.."
neutral,^__^ слушал ли?
neutral,Фертилити Холлис
neutral,эт как так?
neutral,Москва-Мурманск )
neutral,"Фи-зра, от Егора"
neutral,Р или А!!!!!СРОЧНО!!!!Кто из вас взял мой диск автокада 11????!!!!!!!
positive,Cашунь не обижайся на меня я тебя очень люблю:33
neutral,"каааааааать я подумала и решила что пофиг нет и нет проекта че бумагу зря портить, идем завтра вместе БЕЗ ПРОЕКТОВ"
positive,У нас есть одна обязанность - быть счастливыми.
negative,"Лайфньюз атакуют спамеры! Как их забанить? И крестики жали и акк блокировали, не помогает. Они мешают обмену инфой, что можно сделать???"
positive,"Лето 2005)))во время было))))и почему-то эиа песня в голове,как мы танцевали во ""Фрегате"" и я была в штанах железнодорожника)))я скучаю по тебе,моя девочка очень("
neutral,Понятно далеко не всем будет))
neutral,"МУЖИК!

тебе как нормально уже?)не температуришь?:)"
positive,МЫ ЛЮБИМ СТЕСИКОВСКИЕ СИСЬКИИИИИИИИИИИИ!)))
neutral,"рубимся завтра на реюнионе ""Белки"""
neutral,Sony заставляет пользователей PSN отказываться от подачи любых исков против неё ...
positive,Выходной Пейнтбол:)
positive,Новый питомец)
negative,Кто брата тронет — завалю!
neutral,Один лайк и я нажрусь сегодня
neutral,ЁЁЁЁ !!! чем только люди не страдают)))
neutral,"Вот она величайшая книга в мире ""Как понять женщину""))))"
positive," 
такие клевые :))"
negative,Соскучилась за тобой)
neutral,то что я отправлял было спамом полюбому =))))))))
positive,"Какое это счастье, что у меня есть дочка…
Какое это счастье, что у меня есть дочка… 
Красивые глаза и пухленькие щечки… 
Веселая улыбка и детский звонкий смех… 
И этот человечек дороже в мире всех! 
Какое это счастье, когда она смеется, 
И как приятно слушать то, как она сопит, 
Как тянется ручонками, за шею обнимая, 
И ласково, и нежно «мама» говорит. 
Какое это счастье, всегда быть с нею рядом, 
Помочь, когда ей трудно, обнять, когда грустит, 
И вместе посмеяться, а где-то и поплакать, 
Ненастный день она улыбкой озарит. 
Какое счастье просыпаться утром, 
И радоваться жизни, и прожитому дню… 
«Мое сокровище, мой ангел, мой цветочек, 
Тебя безумно, больше жизни я люблю!».
💋💋💋💋💋💋💋😍😍😍😍😍
🍰🍰🍰🍰🎉🎉🎉"
negative,"Начальник избирательного штаба Владимира Путина Станислав Говорухин пообещал, что его кандидат победит в первом туре с результатом как минимум 60 процентов. Режиссер также заверил ""Ленту.ру"", что на Болотную выходят за деньги, да и в целом либеральная интеллигенция - это не просто предатели, но и, как завещал Ленин, говно нации."
neutral,Первая рыбалка сезон открыт
positive,В пол 4 утра обсуждение квантовой физики это сверх всего)
negative,Блять опять снег пошёл...
neutral,За какую Суму Денег Поцелуешь Не знакомого человека ..Кто даст свой ответ .Получит приз .😏
negative,на сегодня в общем счёте я потерял в пустую 12 часов...
positive,"Хочу много путешествовать, вкусно жрать и спать с любимым мужиком. Я всё сказала  😇😜"
negative,"""Коварству запада нет предела. Они замаскировались в ОМОН и пи**ят наших граждан."" (с)"
neutral,"Вовремя вспомнив о том что ноут у меня чужой, я проявил крайнюю сдержанность. Вышел на балкон и кричал в темное, летнее небо, всякие нехорошие слова..."
positive,ахахахахахха)))
neutral, оденься так на наше первое свидание
positive,"Жизнь продолжается друзья! За этот мир стоит бороться, черт возьми!!!!!!!!!!!"
neutral,"Не зря Челябинск называют самым суровым городом мира. Нигде такого больше просто не могло случиться.
#meanwhileinrussia"
positive,В дебатах мы победили!
neutral,Супермен спасёт! Я знаю.
neutral,"Буфет с резьбой и инкрустацией. Леон Бенувиль. 1895 г. Франция.
"
positive,Алежка - это твой день!))
neutral,Сплетни ЦРУ ничто.
neutral,ретро-вечер)
neutral,"АК+10 ~ 1.5-2г
я могу свой белеф в обменнике +1 с поменять на бая).
вот и думаю.
не желаешь ты например у меня прикуппить бай+5? :3"
positive,"я отдам тебя только в те руки, которые будут любить тебя больше, чем я...."
neutral,  Сектантско-американские корни украинского протеста
neutral,"Слова, запрещённые на ТВ с 1 сентября"
neutral,Настроение...
positive,УДАЧИ НА ЗАВТРАШНИХ СОРЕВНОВАНИЯХ ))
neutral,"Здравствуйте! Мне нужен шифон, который задерживается в воздухе после взмаха, т.е. самый тонкий. Подскажите пожалуйста. Заранее благодарна."
neutral,"Сарказм - это естественная защитная реакция психики против тупизны окружающих. 

ясно Артём :D"
neutral,Уехал в Москву.
positive,дааааааааа....я сдал....))))3 курс...аааааа=-)
neutral,Мощный усилитель (моноблок) для сабвуфера 1 кВт / 4 Ома (RMS) !!!
positive,"....папа, ты молодец.... люблю тебя...."
negative,"Все болезни от нервов, все нервы от мыслей, все мысли от того, что вам не пох..й, а зря."
positive,"хаааааа у кого то лето закончилось,а у меня ток по ходу начинается)))))"
neutral,"Судя по этому видео, в Брайтон-Бич сохранилась удивительная атмосфера России начала 90-х"
neutral,"Вспоминается известный aнeкдoт советских времен о том, что в СССР не было нарушений прав человека. Потому что у человека не было никаких прав."
positive,братановские розовые крепы решают! )
negative,кто-нибудь помогите избавится от вредной привычки. оч прошу..
negative,тщетные попытки
neutral,"Наше потомство от некоторых женщин имеет лучшие шансы на выживание (или по какой-то другой причине кажется предпочтительным огромной биологической программе, частью которой являемся мы все) . Такие женщины нравятся нам больше, чем другие — то есть не нам, а этой самой программе, которая со свойственным ей цинизмом окунает нас сперва в романтическое опьянение, потом в долгие сердечные муки, а затем в нудные юридические хлопоты."
neutral,куплю 7 бумаги
positive,Новогодняя Одесса...и мы с Ируськой тусуемся)))
neutral,[id8884081|Виталька Рябченко]
negative,Мне похуй 11
neutral,"))) порхал как бабочка и жалил как пчела,,,,,"
neutral,она наша ЛАЙФ.....)))
negative,Жалко ребят.
neutral,ку-ку где фотки???=)
positive,"одскулом по вашему милому ебалу
супер пластинка. не знаю как вам но мне она очень сильно очень нравится (c)грувъ"
neutral,вяжи постить тупопездные цитаты =)
neutral,У пиндосов бомбануло.)
neutral,Банально конечно...)))
positive,"Эх,хорошее было лето))))))))"
positive,Слава Богу Мариупольцы спасаються!!!
positive,"- Сегодня я увидел город в красках осени , пускай хоть на нас и падал снег , осень все еще с нами.
 Одна полезная очевидность, если ты идешь и держишь фотоаппарат в руках, то люди сами так и прыгают в кадр. Они даже не собираются стесняться, клик фотоаппарата для них как улыбка или просто незамысловатое ""привет, как дела?"""
positive,сессия-то ЗАКРЫТА!)))) здравствуй лето!)))
neutral,"Слоник мы в геленджике, давай к нам !)))"
neutral,хули делать толик
neutral,"Качай руки,Еб*шь трюки!!!"
positive,"тот момент,когда ты смеешься без остановки
И НЕ МОЖЕШЬ ОБЪЯСНИТЬ ПОЧЕМУ 

ахаха ну чього так перло ?? ))"
neutral,вот так маленький))))
positive,комната-мечта для... ;)
neutral,"Очень классные пижамки на 2,3,4,5,6,7 лет"
positive,"Праздник: вчера родился двоюродный брат! Летом планируем семьей навестить его, свежеиспеченный папа с семьей живет на Кавказе."
positive,Старенький но убойственный движ ))))))))))
neutral,мои мячики для тебя
positive,Я очень люблю свою соседку Олечку!!!!!!!!!
negative,"если у вас спросят, за что можно не уважать некоторых тех, кто называет себя журналистом, то просто дайте ссылку на вот эту кучу навоза "
neutral,"Зачем кому-то что-то доказывать, зачем кого-то переубеждать, навязывать своё мнение. Включи игнор и расслабься..."
negative,"малышка все будет хорошо:))*не плач..да мне тоже очень..жаль
тяжело терять любимцев:(("
neutral,будущее зависит от тебя. Доширак.
positive,ПОБЕДИЛА!!!!! В ЭТОТ РАЗ!!!! АХАХАХАХАХАХА!!!! =))
neutral,спецом для брата
positive,ахахах))Все смотрим!)
neutral,"Жеень,Леер...Ну вы поняли в общем ;D"
negative,продули....
neutral,"day 05 -песня, которая вам о ком-то напоминает 

да, пожалуй самые сильные переживания с ней связаны.."
neutral,Было бы не плохо)
neutral,"Никогда ведь не можешь сказать с уверенностью, какое место занимаешь в чужой жизни."
positive,Хороший вечер с друзьями)
neutral,славный рецепт бухла от Кагадеева Сергея
neutral,"Одна из песен, которую мы исполнили вчера на радио вживую. Для тех, кто сладко спал"
negative,"десять раз зарекался связываться со сраной Почтой России...
спустя две недели вижу тот же пункт отправления в системе отслеживания. ЖЕСТЬ.
 Это был последний раз. Честно.
 лучше накинуть транспортной компании 100-200р, но получить груз быстро и гарантированно и без нервов.

Сейчас глянул - сеть забита жалобами и проклятиями в адрес сей конторы. Как и почему они вообще до сих пор существуют?..."
neutral,не по дням а по часам
neutral,на тебе )))
negative,блядь!!!!!!пиздец просто/.......
positive,"пока, любимая странушка)) буду скучать за всеми)"
positive,Золотко Авочка Бомбезна ти супер
negative,я тебья разибу!
neutral,"Меня хотят отправить на научную конференцию с темой исследования: ""Фашизм и антифашизм как феномен современной политики""."
negative,"B Блин как тежило когда ти любила,дорожила,довиряла,любимому человека,и в друг ти понимаеш что он просто тобой играли???
Как ви думайте ето нормально!!!!!!!Играть чувствами человека каторава просто хочеть любить...
Что ви би зделали в токой моменть........!!!!!!!!?????????"
neutral,!!!добавь меня в лучшие друзья^^
neutral,#сноуборд#покатушки#пронино
positive,"На работе хорошо, мозг соскучился по экшену"
negative,Тот кто взломал страницу днище ты)
neutral,когда солдат дамой вернется?
positive,Любимые))*
neutral,"армия 17.10.11 

Тааак...стоп...я не поняла...ты что в армию????"
neutral,"Набери в поиске личных сообщений слово ""блин"". Сколько вышло? 
Набери в поиске личных сообщений слово ""плохо"". Сколько вышло?
Набери в поиске личных сообщений слово ""блять"". Сколько вышло?
Набери в поиске личных сообщений слово ""хорошо"". Сколько вышло?"
neutral,"а где же ""Вонючий и Голодный""?"
neutral,"Волосатый квест пройден, завтра операция. Всех желающих навестить жду по адресу ул. академика Байкова, 8 со вторника по четверг с 17.00-21.00. Звоните, встречу!"
neutral,Лучший подарок от друга это его присутствие и поддержка в трудную минуту.
positive,хочухочухочу(
neutral,сразу говорю я не смотрел сам)хаах
neutral,Летающие рыбы! Акула и рыба-клоун на радиоуправлении!
neutral,"Статус, который никто не комментирует... :)"
neutral,Мои помощники!
neutral,"Помогите! Какое слово из 5 букв загадано на картинках?
Возможные буквы: Б Ъ Ж Ц Е Щ Я Р М Д А Л Г У

Присоединяйтесь к игре:
 "
positive,Уверена тебе понравиться!!!))))
neutral,кому щас плохо
positive,Я дядя этого чуда😘
neutral,"Пришла пятница... хочется напакостить, да так чтобы стыдно было как минимум до среды…."
neutral,Бля верните меня кто нибудь я сам не могу
negative,хуйня все это ваша любовь. лучше кота на улице покормите. и то больше взаимности будет(с)
neutral,Как вы ощущаете себя после встречи нового года?
neutral,Пять минут назад...
neutral,СЕГОДНЯ ЭКЗАМЕН. НЕ МОГУ УСНУТЬ
neutral,го в дети/внуки
negative,"[id12968952|Анютка], вот нафига штамповать статусы как на фабрике?"
neutral,"ух укатался!
чем там колено лечат?"
neutral,"Денис, я оценила твой характер! Где посмотреть? Здесь - "
positive,"ахаха 
зоопарковый лев, уже колбасу требуешь, нет чтобы МЯСО xDDD"
neutral,"Подскажите где можно найти костюм имперского десанта из звездных войн, белый такой"
positive,"Ну вот, теперь мы можем до конца жизни хвастаться что пережили очередной конец света. Ура! =)"
neutral,Как тебе?)))
neutral,ТЫ УЖЕ ЗАПАССЯ????
positive,"Старенький, родненький Матюшенко) Сколько воспоминаний))"
positive,"Посмотри от начала до конца,не пожалеешь"
neutral,Настало время миру познакомиться с Локи 😺 #ещебольшекотов 
positive,"МОЙ НЭЖНЫЙ СУХАРЫК* 
АХАХАХАХ"
neutral,Друзья!!! Скоро Halloween))) Кто кем будет?! Кто куда пойдёт ?! ))) Делимся идеями )))
neutral,Продолжаю коллекцию странных видео
neutral,"Ты только вспомни, что было год назад и что есть сейчас. Со сколькими людьми ты теперь не общаешься, хотя они клялись быть с тобой до конца."
neutral,Что такое Православная психология и психотерапия? Православная психология и психотерапия — это… Самопознание.ру
neutral,посмотри )
neutral,"«Если несешь ты Богу свой дар и у жертвенника припомнишь, что у брата есть на тебя обида, оставь свой дар у жертвенника, сначала ступай, примирись с братом и лишь потом вернись и принеси свой дар» Мтф. 5: 23-24."
neutral,"Кстати, совет зависимым от чего-либо типа алкоголей.
Перестаньте говорить ""был пьяным"", ""пойду выпить"", ""я просто пьян"" и так далее, меняйте на ""был веселым"", ""пойду веселиться""
Так хоть немного скрасите эффект зависимости для окружающих"
